id,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
20516,GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,4,5954
20517,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,4,5954
20518,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,4,5954
20519,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,4,5954
20520,GO_FIRST,G8-171,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,4,5954
20521,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,4,5954
20522,GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15.0,4,5954
20523,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,4,5954
20524,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.25,4,5954
20525,GO_FIRST,G8-392,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.5,4,5954
20526,SpiceJet,SG-2976,Delhi,Evening,one,Evening,Kolkata,Economy,24.58,4,5954
20527,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.25,4,5954
20528,Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,4,5955
20529,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,4,5955
20530,Indigo,6E-181,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,4,5955
20531,AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,4,6060
20532,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,4,6060
20533,SpiceJet,SG-8263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,4,6270
20534,Indigo,6E-2106,Delhi,Late_Night,zero,Early_Morning,Kolkata,Economy,2.17,4,6270
20535,Indigo,6E-398,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.33,4,6443
20536,Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,4,6443
20537,Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,4,6585
20538,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,4,6900
20539,Indigo,6E-2485,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.25,4,6932
20540,Indigo,6E-6202,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,4,6932
20541,Indigo,6E-6238,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,4,6932
20542,Indigo,6E-218,Delhi,Morning,one,Evening,Kolkata,Economy,9.17,4,6932
20543,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,4,7215
20544,Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.5,4,7420
20545,Indigo,6E-889,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,4,7420
20546,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.33,4,7908
20547,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,4,7908
20548,Indigo,6E-2247,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,4,7908
20549,Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,4,8396
20550,Indigo,6E-6278,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.83,4,8396
20551,Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,4,8790
20552,Indigo,6E-5031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,4,8885
20553,Indigo,6E-2032,Delhi,Evening,one,Late_Night,Kolkata,Economy,7.17,4,9683
20554,Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,4,10470
20555,Indigo,6E-5001,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,4,10349
20556,Indigo,6E-2769,Delhi,Morning,one,Evening,Kolkata,Economy,9.0,4,10349
20557,Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.58,4,10483
20558,Air_India,AI-895,Delhi,Morning,one,Evening,Kolkata,Economy,7.5,4,10618
20559,Indigo,6E-2089,Delhi,Morning,one,Evening,Kolkata,Economy,7.75,4,10838
20560,GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,16.0,4,11128
20561,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,4,11310
20562,Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,4,11326
20563,Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Economy,19.42,4,11446
20564,Indigo,6E-6187,Delhi,Afternoon,one,Night,Kolkata,Economy,7.75,4,11678
20565,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,4,12045
20566,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,4,12045
20567,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,4,12045
20568,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Economy,23.92,4,12045
20569,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,4,12150
20570,Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.0,4,12150
20571,Air_India,AI-803,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.42,4,12150
20572,Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,Economy,17.25,4,12150
20573,Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,4,12150
20574,Air_India,AI-537,Delhi,Evening,one,Afternoon,Kolkata,Economy,21.67,4,12150
20575,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.75,4,12150
20576,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.42,4,12150
20577,Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,4,12150
20578,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.08,4,12150
20579,Air_India,AI-877,Delhi,Morning,one,Night,Kolkata,Economy,9.5,4,12255
20580,Indigo,6E-6171,Delhi,Evening,one,Night,Kolkata,Economy,4.25,4,12302
20581,Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,4,12780
20582,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.58,4,12990
20583,Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,4,12990
20584,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,4,12990
20585,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,4,13095
20586,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,4,12990
20587,Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,4,12990
20588,Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,4,12990
20589,Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,4,12990
20590,Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,4,12990
20591,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,4,12990
20592,Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,4,12990
20593,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,4,13079
20594,Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.08,4,13138
20595,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,4,13725
20596,SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,4,13395
20597,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.5,4,13830
20598,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.33,4,13935
20599,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,18.75,4,13688
20600,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,4,13688
20601,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,31.25,4,13688
20602,Indigo,6E-2043,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.17,4,13767
20603,Air_India,AI-805,Delhi,Evening,one,Afternoon,Kolkata,Economy,16.17,4,13830
20604,Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.17,4,13830
20605,Air_India,AI-868,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.17,4,13830
20606,Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.33,4,13830
20607,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,4,14565
20608,GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.5,4,14232
20609,Indigo,6E-5073,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.33,4,14255
20610,Indigo,6E-2031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.08,4,14255
20611,Indigo,6E-2178,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.75,4,14255
20612,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,4,14880
20613,Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,4,14880
20614,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,4,14880
20615,Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,4,14880
20616,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.0,4,14880
20617,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.83,4,14880
20618,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,4,14880
20619,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,4,14880
20620,Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,4,14880
20621,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,4,14880
20622,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,4,14880
20623,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,4,14880
20624,Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,4,14985
20625,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,4,14985
20626,Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,4,14985
20627,Indigo,6E-5336,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.08,4,14744
20628,Indigo,6E-5003,Delhi,Morning,one,Evening,Kolkata,Economy,8.5,4,14744
20629,Air_India,AI-423,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.67,4,15720
20630,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,4,16350
20631,Vistara,UK-829,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,12.42,4,16863
20632,Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.5,4,17131
20633,Vistara,UK-637,Delhi,Evening,two_or_more,Evening,Kolkata,Economy,26.75,4,17131
20634,Vistara,UK-871,Delhi,Night,two_or_more,Evening,Kolkata,Economy,23.33,4,17911
20635,Air_India,AI-423,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,4,17610
20636,Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,7.0,4,17641
20637,Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.0,4,18646
20638,Vistara,UK-817,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,17.58,4,20274
20639,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,4,24163
20640,SpiceJet,SG-8253,Delhi,Night,zero,Night,Kolkata,Economy,2.17,5,5954
20641,Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Economy,2.25,5,5955
20642,GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,5,5954
20643,GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,5,5954
20644,Indigo,6E-2841,Delhi,Night,zero,Late_Night,Kolkata,Economy,2.08,5,5955
20645,Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,5,5955
20646,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,5,5955
20647,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,5,5955
20648,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,5,5955
20649,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,5,5955
20650,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,5,5953
28800,Vistara,UK-951,Delhi,Afternoon,one,Afternoon,Hyderabad,Economy,21.92,1,10680
28801,Vistara,UK-945,Delhi,Morning,one,Afternoon,Hyderabad,Economy,24.58,1,10680
28802,Vistara,UK-995,Delhi,Morning,one,Afternoon,Hyderabad,Economy,25.92,1,10680
28803,Vistara,UK-963,Delhi,Morning,one,Afternoon,Hyderabad,Economy,27.42,1,10680
28804,Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,1,11100
28805,SpiceJet,SG-8941,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.92,1,11127
28806,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,11.67,1,11218
28807,Air_India,AI-504,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.25,1,11310
28808,Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,18.33,1,11310
28809,Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.42,1,11310
28810,Air_India,AI-506,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,22.08,1,11310
28811,Air_India,AI-803,Delhi,Early_Morning,one,Early_Morning,Hyderabad,Economy,25.67,1,11310
28812,Air_India,AI-502,Delhi,Afternoon,one,Evening,Hyderabad,Economy,29.5,1,11310
28813,GO_FIRST,G8-103,Delhi,Evening,one,Morning,Hyderabad,Economy,14.42,1,11415
28814,Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,1,11519
28815,Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,1,12150
28816,Vistara,UK-933,Delhi,Afternoon,one,Afternoon,Hyderabad,Economy,20.75,1,12150
28817,Air_India,AI-483,Delhi,Evening,one,Evening,Hyderabad,Economy,25.08,1,12688
28818,Air_India,AI-479,Delhi,Night,two_or_more,Night,Hyderabad,Economy,24.33,1,12701
28819,AirAsia,I5-798,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.58,1,14040
28820,AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.92,1,14040
28821,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,1,14145
28822,Indigo,6E-6187,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.08,1,14408
28823,Vistara,UK-813,Delhi,Evening,two_or_more,Night,Hyderabad,Economy,27.33,1,14784
28824,Vistara,UK-817,Delhi,Evening,two_or_more,Night,Hyderabad,Economy,28.83,1,14784
28825,Vistara,UK-819,Delhi,Afternoon,two_or_more,Night,Hyderabad,Economy,30.67,1,14784
28826,Air_India,AI-473,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.75,1,15615
28827,Indigo,6E-2338,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.92,1,16298
28828,Vistara,UK-955,Delhi,Evening,one,Night,Hyderabad,Economy,27.17,1,16665
28829,Indigo,6E-2479,Delhi,Morning,one,Evening,Hyderabad,Economy,7.0,1,16560
28830,Air_India,AI-540,Delhi,Night,one,Morning,Hyderabad,Economy,13.25,1,16718
28831,Air_India,AI-429,Delhi,Morning,one,Morning,Hyderabad,Economy,24.08,1,16718
28832,Air_India,AI-439,Delhi,Early_Morning,one,Morning,Hyderabad,Economy,27.83,1,16718
28833,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,1,17400
28834,Vistara,UK-747,Delhi,Early_Morning,two_or_more,Night,Hyderabad,Economy,14.42,1,17798
28835,Air_India,AI-767,Delhi,Afternoon,one,Night,Hyderabad,Economy,9.08,1,18555
28836,Air_India,AI-401,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.42,1,18555
28837,Air_India,AI-502,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.75,1,18975
28838,Air_India,AI-506,Delhi,Morning,one,Night,Hyderabad,Economy,10.5,1,18975
28839,Air_India,AI-803,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.08,1,18975
28840,Vistara,UK-985,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,1,19605
28841,Vistara,UK-977,Delhi,Evening,one,Night,Hyderabad,Economy,25.92,1,19605
28842,Air_India,AI-537,Delhi,Evening,one,Morning,Hyderabad,Economy,17.67,1,19763
28843,Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,1,20340
28844,Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,1,20340
28845,Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,1,20340
28846,Vistara,UK-927,Delhi,Morning,one,Afternoon,Hyderabad,Economy,26.75,1,20340
28847,Vistara,UK-705,Delhi,Early_Morning,two_or_more,Night,Hyderabad,Economy,13.42,1,20633
28848,Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Hyderabad,Economy,7.58,1,22283
28849,Air_India,AI-877,Delhi,Morning,one,Afternoon,Hyderabad,Economy,25.08,1,25380
28850,Vistara,UK-707,Delhi,Evening,two_or_more,Afternoon,Hyderabad,Economy,18.75,1,29055
28851,Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Economy,2.33,2,6060
28852,Indigo,6E-2147,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,2,5955
28853,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.17,2,5955
28854,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,2,5955
28855,Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,2,5955
28856,AirAsia,I5-740,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,6.0,2,5953
28857,AirAsia,I5-1529,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.0,2,5953
28858,AirAsia,I5-740,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.58,2,5953
28859,AirAsia,I5-747,Delhi,Evening,one,Morning,Hyderabad,Economy,13.75,2,5953
28860,GO_FIRST,G8-188,Delhi,Early_Morning,one,Night,Hyderabad,Economy,12.25,2,5954
28861,Indigo,6E-2247,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.08,2,6165
28862,Indigo,6E-2005,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.25,2,6165
28863,Indigo,6E-967,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,2,6165
28864,SpiceJet,SG-8941,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.83,2,6270
28865,Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.17,2,6690
28866,GO_FIRST,G8-422,Delhi,Evening,zero,Night,Hyderabad,Economy,2.25,2,6532
28867,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,2,7005
28868,Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Economy,2.25,2,7005
28869,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,2,7005
28870,Indigo,6E-2331,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,2,6690
28871,Indigo,6E-6205,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.33,2,6690
28872,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,2,7215
28873,AirAsia,I5-550,Delhi,Evening,one,Early_Morning,Hyderabad,Economy,13.92,2,8733
28874,Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Economy,12.08,2,9840
28875,Vistara,UK-985,Delhi,Evening,one,Afternoon,Hyderabad,Economy,16.42,2,9840
28876,Vistara,UK-977,Delhi,Evening,one,Afternoon,Hyderabad,Economy,17.25,2,9840
28877,Vistara,UK-955,Delhi,Evening,one,Afternoon,Hyderabad,Economy,18.5,2,9840
28878,Vistara,UK-985,Delhi,Evening,one,Night,Hyderabad,Economy,25.08,2,9840
28879,Vistara,UK-977,Delhi,Evening,one,Night,Hyderabad,Economy,25.92,2,9840
28880,Vistara,UK-955,Delhi,Evening,one,Night,Hyderabad,Economy,27.17,2,9840
28881,Vistara,UK-963,Delhi,Morning,one,Afternoon,Hyderabad,Economy,27.42,2,9840
28882,Vistara,UK-953,Delhi,Night,one,Afternoon,Hyderabad,Economy,15.58,2,9945
28883,Vistara,UK-953,Delhi,Night,one,Night,Hyderabad,Economy,24.25,2,9945
28884,Air_India,AI-636,Delhi,Afternoon,one,Night,Hyderabad,Economy,7.08,2,9840
28885,Air_India,AI-665,Delhi,Early_Morning,one,Night,Hyderabad,Economy,13.58,2,9840
28886,Air_India,AI-887,Delhi,Early_Morning,one,Night,Hyderabad,Economy,14.58,2,9840
28887,Air_India,AI-805,Delhi,Evening,one,Night,Hyderabad,Economy,25.58,2,9840
28888,Air_India,AI-624,Delhi,Evening,one,Night,Hyderabad,Economy,26.58,2,9840
28889,Air_India,AI-441,Delhi,Evening,one,Night,Hyderabad,Economy,27.75,2,9840
28890,Vistara,UK-995,Delhi,Morning,one,Night,Hyderabad,Economy,10.58,2,10260
28891,Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,2,10260
28892,Vistara,UK-995,Delhi,Morning,one,Afternoon,Hyderabad,Economy,25.92,2,10260
28893,Air_India,AI-469,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.33,2,10168
28894,Vistara,UK-951,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.58,2,10575
28895,Vistara,UK-951,Delhi,Afternoon,one,Afternoon,Hyderabad,Economy,21.92,2,10575
28896,Air_India,AI-467,Delhi,Evening,one,Night,Hyderabad,Economy,27.08,2,10828
28897,Vistara,UK-933,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.42,2,11415
28898,Vistara,UK-945,Delhi,Morning,one,Night,Hyderabad,Economy,9.25,2,11415
28899,Air_India,AI-483,Delhi,Evening,one,Evening,Hyderabad,Economy,25.08,2,11113
28900,Indigo,6E-358,Delhi,Morning,one,Evening,Hyderabad,Economy,7.75,2,11573
28901,Air_India,AI-504,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.25,2,11310
28902,Air_India,AI-803,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,12.83,2,11310
28903,Air_India,AI-504,Delhi,Night,one,Evening,Hyderabad,Economy,21.42,2,11310
28904,Indigo,6E-397,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,2,11414
28905,Indigo,6E-2843,Delhi,Afternoon,one,Night,Hyderabad,Economy,5.58,2,11519
28906,Indigo,6E-358,Delhi,Morning,one,Afternoon,Hyderabad,Economy,5.83,2,12413
28907,Indigo,6E-6187,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.08,2,12623
28908,SpiceJet,SG-8946,Delhi,Morning,one,Evening,Hyderabad,Economy,6.08,2,12728
28909,AirAsia,I5-798,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.58,2,14040
28910,AirAsia,I5-775,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.92,2,14040
28911,Vistara,UK-737,Delhi,Afternoon,two_or_more,Night,Hyderabad,Economy,29.0,2,16349
28912,Indigo,6E-2338,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.92,2,16193
28913,GO_FIRST,G8-103,Delhi,Evening,one,Morning,Hyderabad,Economy,15.25,2,16719
28914,Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Hyderabad,Economy,18.33,2,18765
28915,Air_India,AI-502,Delhi,Afternoon,one,Evening,Hyderabad,Economy,29.5,2,18765
28916,Indigo,6E-2102,Delhi,Early_Morning,one,Evening,Hyderabad,Economy,10.25,2,20534
28917,Vistara,UK-673,Delhi,Afternoon,two_or_more,Night,Hyderabad,Economy,7.58,2,23228
28918,Vistara,UK-673,Delhi,Afternoon,two_or_more,Afternoon,Hyderabad,Economy,22.92,2,23228
28919,Air_India,AI-885,Delhi,Morning,one,Night,Hyderabad,Economy,10.17,2,23438
28920,Air_India,AI-885,Delhi,Morning,one,Afternoon,Hyderabad,Economy,27.83,2,24225
28921,Vistara,UK-829,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.17,3,5955
28922,Indigo,6E-2331,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,3,5955
28923,Indigo,6E-2005,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.25,3,5955
28924,Indigo,6E-6205,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,2.33,3,5955
28925,Air_India,AI-544,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.08,3,5955
28926,Air_India,AI-542,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.17,3,5955
28927,Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,3,5955
28928,Air_India,AI-560,Delhi,Morning,zero,Morning,Hyderabad,Economy,2.33,3,5955
28929,AirAsia,I5-1529,Delhi,Morning,one,Afternoon,Hyderabad,Economy,6.0,3,5953
28930,AirAsia,I5-740,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,7.58,3,5953
28931,GO_FIRST,G8-286,Delhi,Morning,one,Night,Hyderabad,Economy,12.5,3,5954
28932,GO_FIRST,G8-300,Delhi,Morning,one,Night,Hyderabad,Economy,14.67,3,5954
28933,GO_FIRST,G8-103,Delhi,Evening,one,Morning,Hyderabad,Economy,15.25,3,5954
28934,SpiceJet,SG-958,Delhi,Evening,zero,Night,Hyderabad,Economy,2.17,3,6060
28935,Indigo,6E-2247,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.08,3,6165
28936,Indigo,6E-967,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,3,6165
28937,Vistara,UK-859,Delhi,Morning,zero,Afternoon,Hyderabad,Economy,2.17,3,7005
28938,Vistara,UK-879,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,3,7530
28939,Vistara,UK-871,Delhi,Night,zero,Night,Hyderabad,Economy,2.33,3,7530
28940,Indigo,6E-2147,Delhi,Night,zero,Night,Hyderabad,Economy,2.25,3,9000
28941,Air_India,AI-459,Delhi,Early_Morning,one,Night,Hyderabad,Economy,15.08,3,9148
28942,Vistara,UK-899,Delhi,Afternoon,zero,Evening,Hyderabad,Economy,2.25,3,9525
28943,Vistara,UK-927,Delhi,Morning,one,Night,Hyderabad,Economy,11.42,3,9840
28944,Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Economy,12.08,3,9840
