,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
10818,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,6,9840
10819,Air_India,AI-839,Delhi,Night,one,Morning,Bangalore,Economy,13.33,6,9840
10820,Air_India,AI-560,Delhi,Morning,one,Night,Bangalore,Economy,14.08,6,9840
10821,Air_India,AI-837,Delhi,Evening,one,Morning,Bangalore,Economy,16.42,6,9840
10822,Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,6,9988
10823,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,6,9998
10824,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,6,9998
10825,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,6,9998
10826,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,6,9998
10827,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,6,9998
10828,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,6,9998
10829,Indigo,6E-2147,Delhi,Night,one,Morning,Bangalore,Economy,11.0,6,9998
10830,Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,4.5,6,10208
10831,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.0,6,10208
10832,Air_India,AI-560,Delhi,Morning,one,Night,Bangalore,Economy,13.58,6,10208
10833,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,6,10680
10834,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,6,10680
10835,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.0,6,10680
10836,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Economy,5.08,6,10680
10837,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,6,10680
10838,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,6,10680
10839,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Economy,6.08,6,10680
10840,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.42,6,10680
10841,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,6,10680
10842,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,6,10680
10843,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,6,10680
10844,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,6,10680
10845,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,6,10680
10846,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,6,10680
10847,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,6,10680
10848,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,6,10680
10849,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,6,10680
10850,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,6,10680
10851,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,9.75,6,10680
10852,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,6,10680
10853,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.25,6,10680
10854,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,6,10680
10855,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,10.58,6,10680
10856,Indigo,6E-369,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,6,10365
10857,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,6,10785
10858,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,6,10461
10859,Indigo,6E-2753,Delhi,Evening,one,Night,Bangalore,Economy,6.5,6,10523
10860,Indigo,6E-186,Delhi,Afternoon,one,Night,Bangalore,Economy,7.42,6,10523
10861,Indigo,6E-2616,Delhi,Night,one,Morning,Bangalore,Economy,9.75,6,10523
10862,Indigo,6E-186,Delhi,Afternoon,one,Night,Bangalore,Economy,10.5,6,10523
10863,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,6,10672
10864,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.58,6,10672
10865,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,6,10680
10866,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,6,10680
10867,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,6,10680
10868,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,6,10680
10869,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,6,10680
10870,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,6,10680
10871,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Economy,17.33,6,10680
10872,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.67,6,10680
10873,Indigo,6E-2769,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.25,6,10733
10874,Indigo,6E-2471,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.83,6,10733
10875,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,6,10890
10876,Indigo,6E-198,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,6,10995
10877,AirAsia,I5-779,Delhi,Early_Morning,two_or_more,Night,Bangalore,Economy,15.58,6,11100
10878,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,6,11349
10879,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,6,11520
10880,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,6,12151
10881,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.0,6,11616
10882,Air_India,AI-465,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,6,11783
10883,Air_India,AI-512,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,6,11783
10884,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,6,12150
10885,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,24.58,6,12222
10886,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,26.08,6,12222
10887,Vistara,UK-637,Delhi,Evening,one,Night,Bangalore,Economy,27.75,6,12222
10888,Vistara,UK-706,Delhi,Afternoon,two_or_more,Evening,Bangalore,Economy,28.08,6,12222
10889,Vistara,UK-706,Delhi,Afternoon,two_or_more,Evening,Bangalore,Economy,29.58,6,12222
10890,Vistara,UK-637,Delhi,Evening,one,Night,Bangalore,Economy,29.67,6,12222
10891,Vistara,UK-706,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,31.25,6,12222
10892,Vistara,UK-706,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,33.17,6,12222
10893,AirAsia,I5-787,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.17,6,11940
10894,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,6,11940
10895,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,6,11940
10896,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,6,11940
10897,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,6,12045
10896,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,6,11940
10897,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,6,12045
10898,Air_India,AI-9887,Delhi,Early_Morning,two_or_more,Morning,Bangalore,Economy,29.58,6,12321
10899,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,Economy,26.42,6,12391
10900,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,6,12470 
20126,GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,1,5954
20127,GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,1,5954
20128,Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,1,5955
20129,Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,1,5955
20130,GO_FIRST,G8-392,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.0,1,5954
20131,GO_FIRST,G8-336,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16.67,1,5954
20132,Indigo,6E-181,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,1,5955
20133,Indigo,6E-5014,Delhi,Afternoon,one,Night,Kolkata,Economy,8.5,1,5955
20134,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,1,6060
20135,Indigo,6E-2106,Delhi,Late_Night,zero,Early_Morning,Kolkata,Economy,2.17,1,6270
20136,SpiceJet,SG-8253,Delhi,Night,zero,Night,Kolkata,Economy,2.17,1,6270
20137,Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,1,6690
20138,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,1,6375
20139,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,1,7005
20140,Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,1,6900
20141,Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,1,6900
20142,Indigo,6E-6238,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,1,6932
20143,Indigo,6E-2485,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,1,6932
20144,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,1,7215
20145,Indigo,6E-6271,Delhi,Night,zero,Night,Kolkata,Economy,2.17,1,7530
20146,Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,1,8055
20147,Indigo,6E-2485,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.25,1,8885
20148,Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,1,9105
20149,Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,1,9525
20150,Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,1,9861
20151,Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,1,9945
20152,Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Economy,24.83,1,10081
20153,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,1,10784
20154,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,1,10890
20155,Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,1,11520
20156,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,1,11310
20157,Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,1,11310
20158,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.25,1,11624
20159,Vistara,UK-641,Delhi,Afternoon,one,Morning,Kolkata,Economy,19.92,1,11993
20160,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,1,11678
20161,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,1,11834
20162,AirAsia,I5-1529,Delhi,Morning,one,Evening,Kolkata,Economy,10.17,1,12046
20163,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.75,1,12150
20164,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,1,12150
20165,Indigo,6E-2178,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.75,1,12302
20166,Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,Economy,20.0,1,12465
20167,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,1,12465
20168,Air_India,AI-502,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.08,1,12465
20169,Vistara,UK-963,Delhi,Morning,one,Morning,Kolkata,Economy,24.83,1,12990
20170,Vistara,UK-951,Delhi,Afternoon,one,Morning,Kolkata,Economy,19.33,1,13095
20171,Vistara,UK-945,Delhi,Morning,one,Morning,Kolkata,Economy,22.0,1,13095
20172,Vistara,UK-995,Delhi,Morning,one,Morning,Kolkata,Economy,23.33,1,13095
20173,Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,Economy,17.25,1,12780
20174,Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.08,1,12780
20175,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.17,1,12854
20176,GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,1,12884
20177,Indigo,6E-2032,Delhi,Evening,one,Late_Night,Kolkata,Economy,7.17,1,12885
20178,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,1,12990
20179,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,1,12990
20180,Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,1,12990
20181,Air_India,AI-441,Delhi,Evening,one,Night,Kolkata,Economy,29.83,1,12990
20182,Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.5,1,13279
20183,Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.58,1,13318
20184,Vistara,UK-927,Delhi,Morning,one,Morning,Kolkata,Economy,24.17,1,13725
20185,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,1,13688
20186,Indigo,6E-6278,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.83,1,13767
20187,Indigo,6E-6971,Delhi,Morning,one,Evening,Kolkata,Economy,8.75,1,13767
20188,Air_India,AI-479,Delhi,Night,two_or_more,Night,Kolkata,Economy,26.42,1,14003
20189,Indigo,6E-5031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,1,14198
20190,Indigo,6E-2338,Delhi,Afternoon,one,Night,Kolkata,Economy,7.58,1,14198
20191,Indigo,6E-5031,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.58,1,14198
20192,Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,1,14565
20193,Indigo,6E-2247,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,1,14255
20194,Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,1,14503
20195,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.33,1,14744
20196,Indigo,6E-6202,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,1,14985
20197,Air_India,AI-537,Delhi,Evening,one,Afternoon,Kolkata,Economy,21.67,1,14985
20198,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,1,15006
20199,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,1,15006
20200,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,1,15006
20201,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,1,15006
20202,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,1,15615
20203,Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.58,1,15720
20204,Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,1,15720
20205,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,1,15720
20206,Indigo,6E-5001,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.33,1,15720
20207,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,1,16350
20208,Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,1,16393
20209,Indigo,6E-2005,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,1,16613
20210,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,1,17504
20211,Air_India,AI-879,Delhi,Morning,one,Evening,Kolkata,Economy,5.42,1,18073
20212,Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8.08,1,18870
20213,Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,1,18975
20214,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,1,19080
20215,Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.42,1,19605
20216,SpiceJet,SG-2976,Delhi,Evening,one,Evening,Kolkata,Economy,24.58,1,19263
20217,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,1,19815
20218,Air_India,AI-469,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.17,1,19565
20219,Indigo,6E-5073,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.33,1,20183
20220,AirAsia,I5-1529,Delhi,Morning,one,Late_Night,Kolkata,Economy,16.0,1,21207
20221,AirAsia,I5-747,Delhi,Evening,one,Late_Night,Kolkata,Economy,6.58,1,21416
20222,AirAsia,I5-784,Delhi,Evening,one,Late_Night,Kolkata,Economy,9.5,1,21416
20223,GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,16.0,1,21627
20224,Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.42,1,22020
20225,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,1,22755
20226,Vistara,UK-817,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,17.58,1,25958
20227,Vistara,UK-819,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,19.42,1,25958
20228,SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,1,25995
20229,Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.17,1,27270
20230,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,1,26939
20231,Indigo,6E-2089,Delhi,Morning,one,Evening,Kolkata,Economy,7.75,1,27848
20232,Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21.08,1,30210
20233,Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,1,30000
20234,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,2,5955
20235,GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,2,5954
20236,GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,2,5954
20237,Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,2,5955
20238,Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,2,5955
20239,Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,2,5955
20240,AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,2,5953
20241,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,2,5953
20242,AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,2,5953
20243,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,2,5953
20244,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,2,5954
20245,GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,2,5954
20246,SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,2,5954
20247,GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,2,5954
20248,GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,2,5954
20249,GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,2,5954
20250,GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15.0,2,5954
20251,GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,2,5954
20252,SpiceJet,SG-8106,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.25,2,5954
20253,Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,8.0,2,5955
20254,AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,2,6060
20255,SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,2,6060
20256,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.17,2,6060
20257,SpiceJet,SG-480,Delhi,Evening,one,Night,Kolkata,Economy,4.25,2,6270
20258,SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8.0,2,6270
20259,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,2,6270
20260,Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,2,6375
20261,Indigo,6E-2485,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.25,2,6443
20262,AirAsia,I5-768,Delhi,Afternoon,two_or_more,Night,Kolkata,Economy,7.75,2,6443
20263,SpiceJet,SG-8263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,2,6480
20264,AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,2,7213
20265,Indigo,6E-2367,Delhi,Evening,one,Night,Kolkata,Economy,6.17,2,7420
20266,Indigo,6E-2247,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,8.83,2,7472
20267,Indigo,6E-2485,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,2,7908
20268,Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,2,8396
20269,Vistara,UK-705,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.25,2,9000
20270,Indigo,6E-398,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.33,2,8885
20271,Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,2,8885
20272,Indigo,6E-889,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,2,8885
20273,Indigo,6E-761,Delhi,Evening,one,Night,Kolkata,Economy,4.17,2,9373
20274,GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,2,9840
20275,AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,2,10078
20276,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,2,10078
20277,SpiceJet,SG-8253,Delhi,Night,zero,Night,Kolkata,Economy,2.17,2,10260
20278,Indigo,6E-5012,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.75,2,10838
    20279,Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Economy,19.42,2,11026
    20280,Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.58,2,11113
    20281,Indigo,6E-6187,Delhi,Afternoon,one,Night,Kolkata,Economy,7.75,2,11326
    20282,Indigo,6E-186,Delhi,Afternoon,one,Night,Kolkata,Economy,9.5,2,11326
    20283,Air_India,AI-469,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.83,2,11533
    20284,Indigo,6E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,2,11625
    20285,SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,2,11624
    20286,Indigo,6E-6187,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.17,2,11678
    20287,Air_India,AI-540,Delhi,Night,one,Morning,Kolkata,Economy,14.17,2,12150
20288,Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,2,12302
20289,Vistara,UK-705,Delhi,Early_Morning,one,Morning,Kolkata,Economy,3.08,2,12780
20290,Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,2,12465
20291,Air_India,AI-803,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.42,2,12465
20292,Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,2,12465
20293,Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Economy,23.92,2,12465
20294,Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,2,12511
20295,Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,2,12990
20296,Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,2,12990
20297,Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,2,12990
20298,Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13.0,2,13095
20299,Indigo,6E-2043,Delhi,Afternoon,one,Night,Kolkata,Economy,7.0,2,12791
20300,Indigo,6E-6971,Delhi,Morning,one,Evening,Kolkata,Economy,8.75,2,12791
20301,Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,2,12990
20302,Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,2,12990
20303,Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,2,12990
20304,Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,2,12990
20305,Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,2,12990
20306,Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15.0,2,12990
20307,Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,2,12990
20308,Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,2,12990
20309,Air_India,AI-636,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.33,2,12990
20310,Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Economy,18.58,2,12990
20311,Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,2,12990
20312,Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,2,12990
20313,Vistara,UK-641,Delhi,Afternoon,one,Night,Kolkata,Economy,7.08,2,13673
20314,Vistara,UK-951,Delhi,Afternoon,one,Morning,Kolkata,Economy,19.33,2,13725
20315,Air_India,AI-805,Delhi,Evening,one,Afternoon,Kolkata,Economy,16.17,2,13410
20316,Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.17,2,13410
20317,Air_India,AI-868,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.17,2,13410
20318,Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.33,2,13410
20319,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,18.75,2,13688
20320,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,2,13688
20321,Air_India,AI-453,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,31.25,2,13688
20322,Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,2,13725
